table	row_id	config	output_config	variant	rps	input_length	output_length	split_hint	status	returncode	elapsed_seconds	env_updates	env_removals	command	config_path	log	err
Figure14	12	in-4096-out-256-rps-0.8-split-76	in-4096-out-256-rps-0.8	stream	0.800	4096	256	76	ok	0	200.90	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""VLLM_PREFILL_THREAD"": ""1""}"	MorphX,MorphX_SPLIT_HINT,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-0.8-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-0.8-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-0.8-split-76/stream.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-0.8-split-76/stream.err
Figure14	12	in-4096-out-256-rps-0.8-split-76	in-4096-out-256-rps-0.8	chunked	0.800	4096	256	76	ok	0	204.31	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"	MorphX,MorphX_SPLIT_HINT,VLLM_PREFILL_THREAD,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-0.8-split-76.json --enable-chunked-prefill	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-0.8-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-0.8-split-76/chunked.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-0.8-split-76/chunked.err
Figure14	13	in-4096-out-256-rps-1.2-split-76	in-4096-out-256-rps-1.2	baseline	1.200	4096	256	76	ok	0	209.36	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"	MorphX,MorphX_SPLIT_HINT,VLLM_PREFILL_THREAD,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/baseline.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/baseline.err
Figure14	13	in-4096-out-256-rps-1.2-split-76	in-4096-out-256-rps-1.2	MorphX	1.200	4096	256	76	ok	0	222.91	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""LD_PRELOAD"": ""/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so"", ""MorphX"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so MorphX_LLM_TRICK_MODE=0 MorphX_LLM_TRACE_LIMIT=0"", ""MorphX_LLM_TRACE_LIMIT"": ""0"", ""MorphX_LLM_TRICK_MODE"": ""0"", ""MorphX_SPLIT_HINT"": ""76"", ""VLLM_PREFILL_THREAD"": ""1""}"	MorphX,MorphX_SPLIT_HINT	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/MorphX.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/MorphX.err
Figure14	13	in-4096-out-256-rps-1.2-split-76	in-4096-out-256-rps-1.2	stream	1.200	4096	256	76	ok	0	217.83	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""VLLM_PREFILL_THREAD"": ""1""}"	MorphX,MorphX_SPLIT_HINT,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/stream.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/stream.err
Figure14	13	in-4096-out-256-rps-1.2-split-76	in-4096-out-256-rps-1.2	chunked	1.200	4096	256	76	ok	0	217.10	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"	MorphX,MorphX_SPLIT_HINT,VLLM_PREFILL_THREAD,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json --enable-chunked-prefill	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/chunked.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.2-split-76/chunked.err
Figure14	14	in-4096-out-256-rps-1.6-split-76	in-4096-out-256-rps-1.6	baseline	1.600	4096	256	76	ok	0	214.80	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"	MorphX,MorphX_SPLIT_HINT,VLLM_PREFILL_THREAD,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/baseline.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/baseline.err
Figure14	14	in-4096-out-256-rps-1.6-split-76	in-4096-out-256-rps-1.6	MorphX	1.600	4096	256	76	ok	0	226.18	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""LD_PRELOAD"": ""/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so"", ""MorphX"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so MorphX_LLM_TRICK_MODE=0 MorphX_LLM_TRACE_LIMIT=0"", ""MorphX_LLM_TRACE_LIMIT"": ""0"", ""MorphX_LLM_TRICK_MODE"": ""0"", ""MorphX_SPLIT_HINT"": ""76"", ""VLLM_PREFILL_THREAD"": ""1""}"	MorphX,MorphX_SPLIT_HINT	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/MorphX.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/MorphX.err
Figure14	14	in-4096-out-256-rps-1.6-split-76	in-4096-out-256-rps-1.6	stream	1.600	4096	256	76	ok	0	221.16	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""VLLM_PREFILL_THREAD"": ""1""}"	MorphX,MorphX_SPLIT_HINT,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/stream.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/stream.err
Figure14	14	in-4096-out-256-rps-1.6-split-76	in-4096-out-256-rps-1.6	chunked	1.600	4096	256	76	ok	0	210.40	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"	MorphX,MorphX_SPLIT_HINT,VLLM_PREFILL_THREAD,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json --enable-chunked-prefill	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-1.6-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/chunked.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-1.6-split-76/chunked.err
Figure14	15	in-4096-out-256-rps-2-split-76	in-4096-out-256-rps-2	baseline	2.000	4096	256	76	ok	0	200.70	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"	MorphX,MorphX_SPLIT_HINT,VLLM_PREFILL_THREAD,LD_PRELOAD	/home/rtx/miniconda3/envs/MorphX/bin/python /mnt/data/rtx/gpu/sm-sched/scripts/test-pd-online.py /mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/configs/Figure14/in-4096-out-256-rps-2-split-76.json	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-2-split-76/baseline.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part2-pd-colocate/logs/pd-online/Figure14/in-4096-out-256-rps-2-split-76/baseline.err
